Sensor, acceleration x(*1000), acceleration y(*1000), acceleration z(*1000), gyro x, gyro y, gyro z, Hour ,Initial Date: ,08/03/2022 14:10:48.369932 GMT,29940
acc002, 142.09, 76.66, 1061.04, -10.31, -4.33, -59.69,195186,,,
acc002, 142.82, 75.44, 1063.48, -9.58, -4.70, -59.69,195200,,,
acc002, 146.48, 76.66, 1061.77, -8.85, -4.94, -59.75,195214,,,
acc002, 143.07, 76.42, 1063.96, -8.06, -5.43, -59.94,195228,,,
acc002, 147.71, 77.64, 1059.81, -7.26, -5.74, -59.88,195244,,,
acc002, 142.58, 78.37, 1059.57, -6.47, -5.98, -59.94,195258,,,
acc002, 143.55, 76.17, 1060.30, -5.86, -6.23, -60.00,195272,,,
acc002, 143.80, 78.12, 1059.57, -5.25, -6.41, -60.06,195286,,,
acc002, 144.78, 78.61, 1056.64, -4.52, -6.47, -60.00,195300,,,
acc002, 144.53, 77.64, 1060.06, -3.91, -6.59, -60.06,195314,,,
acc002, 145.26, 79.35, 1061.52, -3.36, -6.77, -60.12,195328,,,
acc002, 143.07, 80.08, 1058.59, -3.17, -6.90, -60.06,195342,,,
acc002, 144.78, 79.35, 1056.40, -2.62, -7.08, -60.12,195358,,,
acc002, 144.78, 81.05, 1057.62, -2.44, -7.14, -60.00,195372,,,
acc002, 148.19, 85.45, 1061.28, -2.26, -7.14, -60.00,195418,,,
acc002, 147.71, 85.45, 1061.52, -2.56, -7.14, -59.81,195433,,,
acc002, 147.46, 85.45, 1059.08, -2.81, -7.08, -59.88,195447,,,
acc002, 149.41, 84.72, 1058.84, -3.17, -6.71, -59.69,195461,,,
acc002, 150.39, 85.94, 1059.57, -3.66, -6.23, -59.45,195478,,,
acc002, 151.12, 89.36, 1060.79, -4.15, -5.98, -59.39,195492,,,
acc002, 150.63, 88.62, 1061.04, -5.00, -5.25, -59.27,195508,,,
acc002, 151.12, 88.62, 1057.86, -5.43, -4.76, -59.14,195522,,,
acc002, 151.61, 88.13, 1058.35, -6.23, -3.97, -59.02,195536,,,
acc002, 154.30, 93.99, 1059.81, -6.90, -3.30, -58.72,195550,,,
acc002, 153.32, 92.77, 1062.99, -7.75, -2.56, -58.72,195564,,,
acc002, 153.08, 92.53, 1065.19, -8.61, -1.83, -58.53,195578,,,
acc002, 151.12, 90.09, 1062.01, -9.09, -1.34, -58.47,195592,,,
acc002, 153.08, 90.33, 1061.28, -9.89, -0.61, -58.29,195606,,,
acc002, 151.86, 90.58, 1064.45, -10.62, -0.06, -58.17,195622,,,
acc002, 149.66, 87.89, 1067.38, -11.41, 0.55, -58.04,195636,,,
acc002, 150.63, 89.60, 1068.36, -11.96, 0.98, -58.04,195650,,,
acc002, 150.39, 86.67, 1068.36, -12.51, 1.34, -57.92,195664,,,
acc002, 149.90, 84.72, 1064.70, -12.88, 1.65, -57.68,195678,,,
acc002, 149.66, 84.23, 1072.27, -13.31, 1.77, -57.31,195693,,,
acc002, 148.93, 83.01, 1070.07, -13.49, 1.89, -57.01,195707,,,
acc002, 147.46, 79.10, 1066.89, -13.61, 2.08, -56.58,195721,,,
acc002, 145.75, 80.81, 1069.09, -13.49, 2.01, -56.15,195740,,,
acc002, 143.80, 76.66, 1071.04, -13.37, 1.77, -55.79,195754,,,
acc002, 145.51, 76.66, 1067.14, -12.88, 1.53, -55.42,195768,,,
acc002, 143.55, 73.00, 1065.92, -12.21, 1.22, -54.81,195782,,,
acc002, 145.51, 71.78, 1063.96, -11.72, 0.98, -54.57,195796,,,
acc002, 144.53, 69.58, 1064.45, -10.74, 0.49, -53.83,195810,,,
acc002, 144.29, 68.12, 1066.41, -9.70, 0.06, -53.41,195824,,,
acc002, 143.55, 69.09, 1064.94, -8.67, -0.31, -52.92,195838,,,
acc002, 144.53, 69.34, 1063.23, -7.75, -0.85, -52.37,195854,,,
acc002, 143.80, 67.63, 1059.81, -6.53, -1.34, -51.76,195868,,,
acc002, 143.31, 66.65, 1061.28, -5.49, -1.77, -51.21,195882,,,
acc002, 143.80, 67.38, 1060.79, -4.70, -2.08, -50.72,195896,,,
acc002, 143.80, 70.56, 1058.84, -1.22, -3.72, -49.01,195942,,,
acc002, 143.07, 72.51, 1053.71, -0.79, -3.91, -48.83,195956,,,
acc002, 145.75, 73.00, 1053.22, -0.12, -4.33, -48.40,195970,,,
acc002, 146.48, 75.20, 1056.40, 0.55, -4.52, -47.97,195985,,,
acc002, 148.93, 78.12, 1054.20, 0.85, -4.82, -47.67,196001,,,
acc002, 149.17, 78.86, 1051.76, 1.10, -5.00, -47.00,196018,,,
acc002, 150.39, 81.30, 1054.69, 1.10, -4.82, -46.45,196032,,,
acc002, 151.37, 81.54, 1054.69, 0.98, -4.64, -46.02,196046,,,
acc002, 150.63, 82.52, 1055.66, 0.49, -4.27, -45.41,196060,,,
acc002, 152.10, 81.05, 1056.88, -0.06, -4.03, -44.62,196074,,,
acc002, 152.10, 84.72, 1057.86, -0.85, -3.54, -43.95,196087,,,
acc002, 154.30, 82.28, 1060.55, -1.34, -3.23, -43.58,196101,,,
acc002, 152.10, 84.72, 1056.64, -2.26, -2.81, -42.66,196115,,,
acc002, 154.54, 86.67, 1058.11, -3.23, -2.14, -41.63,196131,,,
acc002, 151.12, 88.13, 1058.59, -3.91, -1.89, -41.20,196145,,,
acc002, 153.08, 86.91, 1063.72, -4.82, -1.53, -40.22,196160,,,
acc002, 150.88, 86.43, 1061.04, -5.86, -1.16, -39.61,196174,,,
acc002, 150.39, 87.65, 1068.12, -6.71, -1.04, -38.76,196188,,,
acc002, 149.90, 86.67, 1065.67, -7.57, -0.98, -38.15,196202,,,
acc002, 149.41, 83.50, 1067.14, -8.06, -1.10, -37.78,196216,,,
acc002, 148.44, 83.50, 1065.19, -8.73, -1.22, -37.11,196230,,,
acc002, 147.46, 83.25, 1069.34, -9.09, -1.65, -36.32,196246,,,
acc002, 147.71, 79.59, 1067.63, -9.28, -1.83, -36.13,196261,,,
acc002, 146.73, 81.05, 1071.29, -9.40, -2.44, -35.52,196278,,,
acc002, 146.97, 77.39, 1069.34, -9.40, -2.81, -35.10,196292,,,
acc002, 147.22, 78.86, 1071.04, -9.16, -3.05, -34.91,196306,,,
acc002, 150.39, 75.68, 1070.80, -8.97, -3.48, -34.30,196319,,,
acc002, 149.41, 73.97, 1072.02, -8.54, -3.60, -34.06,196333,,,
acc002, 147.46, 73.00, 1069.82, -7.93, -3.97, -33.63,196347,,,
acc002, 149.66, 72.02, 1068.85, -7.14, -4.27, -33.20,196363,,,
acc002, 152.59, 70.80, 1066.89, -6.29, -4.27, -32.78,196377,,,
acc002, 151.61, 71.04, 1065.43, -5.25, -4.27, -32.41,196391,,,
acc002, 151.86, 69.09, 1064.94, -4.52, -4.21, -32.29,196405,,,
acc002, 152.10, 67.38, 1063.96, -3.36, -3.97, -31.86,196419,,,
acc002, 156.01, 70.07, 1058.59, -0.06, -3.11, -31.13,196464,,,
acc002, 156.98, 73.24, 1061.52, 0.85, -2.44, -30.64,196478,,,
acc002, 158.45, 71.29, 1059.57, 1.59, -1.77, -30.09,196492,,,
acc002, 157.23, 72.27, 1053.71, 2.20, -1.04, -29.66,196509,,,
acc002, 156.49, 73.49, 1056.15, 2.69, -0.24, -29.24,196523,,,
acc002, 155.52, 76.90, 1056.15, 3.05, 0.37, -28.93,196537,,,
acc002, 157.47, 80.81, 1053.22, 3.11, 1.10, -28.50,196551,,,
acc002, 156.25, 81.30, 1053.22, 2.93, 1.83, -28.02,196569,,,
acc002, 158.69, 83.50, 1058.11, 2.62, 2.62, -27.28,196582,,,
acc002, 156.98, 84.72, 1052.25, 2.01, 3.11, -26.79,196596,,,
acc002, 153.08, 84.96, 1053.71, 1.46, 3.54, -26.31,196610,,,
acc002, 155.03, 88.38, 1053.22, 0.18, 4.27, -25.33,196626,,,
acc002, 153.32, 86.91, 1055.66, -0.37, 4.39, -24.84,196640,,,
acc002, 151.37, 90.82, 1056.15, -1.46, 4.58, -24.29,196654,,,
acc002, 152.10, 91.31, 1055.66, -2.75, 4.58, -23.50,196668,,,
acc002, 157.23, 92.29, 1057.86, -4.09, 4.70, -22.34,196682,,,
acc002, 163.33, 97.17, 1058.84, -5.68, 4.88, -20.63,196696,,,
acc002, 166.99, 96.92, 1059.81, -7.08, 5.43, -18.98,196710,,,
acc002, 171.39, 101.07, 1060.79, -9.77, 6.47, -15.44,196724,,,
acc002, 177.49, 100.83, 1059.33, -12.63, 8.00, -11.11,196738,,,
acc002, 177.73, 96.92, 1063.72, -15.44, 9.46, -6.04,196754,,,
acc002, 174.80, 93.99, 1064.70, -18.13, 10.93, -0.73,196769,,,
acc002, 169.43, 86.18, 1064.21, -20.39, 11.90, 4.39,196783,,,
acc002, 160.16, 80.81, 1065.67, -21.67, 12.15, 9.28,196797,,,
acc002, 146.97, 68.60, 1062.74, -21.67, 11.41, 13.24,196811,,,
acc002, 134.52, 59.08, 1065.92, -20.75, 9.52, 15.87,196828,,,
acc002, 126.95, 52.98, 1064.21, -18.43, 6.77, 17.70,196842,,,
acc002, 123.54, 47.61, 1063.23, -15.26, 3.42, 18.98,196856,,,
acc002, 124.51, 44.19, 1065.67, -11.60, -0.18, 19.90,196872,,,
acc002, 124.27, 39.79, 1061.52, -7.51, -3.66, 20.81,196886,,,
acc002, 127.69, 39.31, 1063.72, -4.70, -5.92, 21.24,196900,,,
acc002, 128.66, 40.28, 1064.21, -0.37, -9.22, 22.22,196914,,,
acc002, 130.13, 41.26, 1062.50, 3.97, -11.96, 23.13,196928,,,
acc002, 134.52, 40.77, 1062.99, 8.24, -14.28, 23.93,196942,,,
acc002, 147.71, 51.27, 1056.64, 19.65, -18.43, 26.18,196987,,,
acc002, 152.83, 55.42, 1055.66, 22.71, -18.68, 26.92,197001,,,
acc002, 157.47, 59.08, 1058.11, 25.21, -18.49, 27.59,197017,,,
acc002, 167.24, 67.38, 1058.11, 26.92, -17.52, 28.50,197031,,,
acc002, 176.76, 76.90, 1058.84, 27.95, -15.56, 30.09,197045,,,
acc002, 179.93, 79.35, 1059.08, 27.95, -13.85, 31.43,197060,,,
acc002, 181.88, 86.18, 1059.08, 27.65, -10.74, 33.75,197074,,,
acc002, 184.57, 91.55, 1056.64, 26.73, -7.45, 35.95,197088,,,
acc002, 187.74, 97.17, 1057.37, 25.09, -3.66, 38.57,197102,,,
acc002, 189.45, 101.07, 1058.84, 22.89, 0.31, 41.50,197119,,,
acc002, 191.16, 107.91, 1062.01, 19.23, 5.86, 45.78,197135,,,
acc002, 187.74, 108.89, 1060.30, 17.15, 8.48, 47.91,197149,,,
acc002, 182.62, 108.15, 1059.81, 13.98, 12.15, 50.96,197163,,,
acc002, 176.76, 106.20, 1061.77, 10.93, 15.26, 53.71,197177,,,
acc002, 169.43, 104.74, 1062.74, 7.93, 17.76, 55.91,197191,,,
acc002, 164.31, 104.98, 1060.55, 6.04, 19.23, 57.19,197205,,,
acc002, 159.67, 104.98, 1062.99, 3.23, 20.75, 59.20,197219,,,
acc002, 155.76, 102.29, 1065.67, 0.85, 21.79, 60.97,197233,,,
acc002, 152.34, 98.14, 1064.70, -1.40, 22.28, 62.68,197249,,,
acc002, 146.00, 96.68, 1068.60, -3.42, 22.22, 64.33,197263,,,
acc002, 141.36, 93.51, 1066.89, -5.00, 21.73, 65.86,197277,,,
acc002, 137.94, 90.58, 1067.87, -6.41, 20.69, 67.32,197291,,,
acc002, 137.70, 88.87, 1068.12, -7.20, 19.35, 68.85,197305,,,
acc002, 133.54, 85.94, 1070.56, -7.57, 18.13, 69.76,197319,,,
acc002, 131.35, 84.23, 1068.12, -7.75, 16.11, 71.23,197334,,,
acc002, 132.81, 81.05, 1069.58, -7.69, 13.98, 72.69,197348,,,
acc002, 135.01, 80.81, 1066.65, -7.51, 11.84, 74.71,197362,,,
acc002, 137.21, 75.93, 1068.12, -6.10, 7.45, 80.75,197396,,,
acc002, 137.45, 74.71, 1066.41, -5.68, 6.23, 82.70,197410,,,
acc002, 135.50, 73.97, 1065.67, -4.70, 4.52, 85.69,197423,,,
acc002, 134.77, 71.04, 1061.52, -3.36, 2.69, 88.68,197437,,,
acc002, 135.99, 68.60, 1063.48, -1.83, 0.92, 91.55,197451,,,
acc002, 137.70, 70.80, 1062.50, 0.00, -0.61, 94.73,197465,,,
acc002, 139.16, 67.87, 1059.81, 1.16, -1.53, 96.86,197479,,,
acc002, 135.50, 67.87, 1058.35, 7.14, -4.58, 106.75,197524,,,
acc002, 134.52, 68.12, 1056.40, 10.07, -5.92, 110.66,197540,,,
acc002, 132.81, 68.12, 1060.30, 11.66, -6.47, 112.24,197554,,,
acc002, 116.94, 68.12, 1053.22, 14.28, -7.75, 113.59,197568,,,
acc002, 119.38, 68.85, 1054.93, 17.33, -9.70, 113.59,197582,,,
acc002, 119.14, 70.31, 1053.47, 20.26, -11.35, 113.53,197597,,,
acc002, 123.05, 73.49, 1053.96, 22.95, -12.45, 113.16,197611,,,
acc002, 127.44, 78.37, 1055.66, 25.27, -13.37, 112.98,197625,,,
acc002, 127.69, 79.59, 1056.64, 26.55, -13.55, 112.85,197639,,,
acc002, 137.94, 83.98, 1056.15, 28.63, -13.31, 112.55,197658,,,
acc002, 138.92, 88.62, 1054.69, 29.85, -12.57, 112.49,197671,,,
acc002, 143.80, 90.58, 1051.03, 30.46, -11.47, 112.24,197685,,,
acc002, 143.80, 94.48, 1054.20, 30.64, -10.56, 112.24,197699,,,
acc002, 147.95, 97.90, 1055.66, 30.58, -8.61, 112.12,197713,,,
acc002, 151.86, 100.34, 1055.91, 29.97, -6.47, 112.06,197727,,,
acc002, 153.81, 104.00, 1056.64, 29.05, -4.03, 112.06,197741,,,
acc002, 155.27, 108.89, 1056.40, 27.83, -1.34, 112.06,197754,,,
acc002, 156.74, 109.37, 1057.62, 26.37, 1.53, 112.06,197771,,,
acc002, 156.98, 109.62, 1058.84, 24.54, 4.27, 112.24,197785,,,
acc002, 156.49, 109.62, 1056.15, 23.44, 6.16, 112.37,197799,,,
acc002, 156.01, 109.13, 1061.52, 21.48, 9.09, 112.73,197813,,,
acc002, 153.81, 109.13, 1064.45, 19.41, 11.66, 112.92,197827,,,
acc002, 151.61, 111.33, 1065.67, 17.52, 14.10, 113.04,197842,,,
acc002, 149.17, 109.13, 1061.77, 15.56, 16.36, 113.10,197856,,,
acc002, 147.95, 106.93, 1068.36, 13.61, 18.13, 113.34,197870,,,
acc002, 143.31, 104.98, 1068.85, 12.02, 19.78, 113.34,197886,,,
acc002, 141.11, 104.49, 1073.73, 10.38, 20.81, 113.46,197901,,,
acc002, 138.43, 101.32, 1071.53, 9.09, 21.55, 113.77,197915,,,
acc002, 136.96, 100.34, 1072.75, 8.00, 21.97, 113.65,197932,,,
acc002, 131.84, 98.88, 1076.42, 7.14, 21.97, 113.83,197946,,,
acc002, 132.08, 94.97, 1073.49, 6.59, 21.55, 113.89,197960,,,
acc002, 132.08, 93.75, 1080.32, 6.29, 21.18, 114.07,197974,,,
acc002, 126.95, 91.80, 1074.95, 6.23, 20.26, 114.07,197987,,,
acc002, 127.20, 89.84, 1075.68, 6.23, 19.04, 114.14,198003,,,
acc002, 122.56, 86.91, 1073.24, 7.63, 14.16, 114.50,198048,,,
acc002, 122.07, 87.89, 1071.04, 8.36, 12.39, 114.62,198062,,,
acc002, 120.36, 84.23, 1070.07, 9.16, 10.44, 114.75,198076,,,
acc002, 123.05, 81.30, 1068.60, 10.13, 8.73, 115.05,198090,,,
acc002, 124.02, 80.32, 1071.53, 10.80, 7.14, 115.54,198104,,,
acc002, 125.73, 75.20, 1070.56, 11.23, 6.29, 116.21,198118,,,
acc002, 129.88, 71.78, 1070.80, 11.54, 5.49, 117.74,198132,,,
acc002, 129.15, 78.37, 1066.89, 12.02, 4.64, 119.26,198146,,,
acc002, 131.10, 68.36, 1062.99, 12.63, 4.03, 120.67,198163,,,
acc002, 132.08, 62.99, 1062.99, 13.31, 3.54, 122.74,198177,,,
acc002, 131.84, 54.20, 1068.85, 13.85, 3.78, 125.49,198191,,,
acc002, 129.39, 42.24, 1072.75, 13.55, 4.33, 128.36,198205,,,
acc002, 132.32, 43.46, 1064.21, 12.94, 5.74, 131.90,198223,,,
acc002, 125.98, 37.84, 1062.01, 12.88, 6.41, 135.50,198236,,,
acc002, 118.41, 39.55, 1065.19, 13.06, 6.96, 138.67,198250,,,
acc002, 116.46, 42.48, 1068.36, 12.45, 7.26, 141.11,198264,,,
acc002, 113.28, 43.95, 1064.21, 11.54, 7.75, 143.31,198280,,,
acc002, 108.40, 41.26, 1057.37, 11.54, 7.39, 145.32,198294,,,
acc002, 102.78, 42.24, 1065.19, 11.54, 7.02, 146.30,198308,,,
acc002, 98.39, 40.77, 1065.43, 11.05, 6.41, 147.16,198322,,,
acc002, 99.12, 42.24, 1058.84, 10.13, 5.86, 147.77,198336,,,
acc002, 95.46, 40.53, 1059.81, 9.52, 5.00, 148.19,198350,,,
acc002, 91.80, 38.57, 1056.64, 9.52, 3.97, 148.19,198364,,,
acc002, 89.84, 34.91, 1059.81, 9.40, 3.17, 147.71,198378,,,
acc002, 90.82, 31.25, 1057.86, 8.30, 1.83, 146.36,198394,,,
acc002, 87.89, 25.63, 1056.88, 7.81, 1.22, 145.32,198409,,,
acc002, 84.23, 23.68, 1054.20, 7.81, 0.00, 143.74,198423,,,
acc002, 86.91, 21.00, 1056.15, 7.69, -1.16, 141.30,198437,,,
acc002, 90.09, 19.78, 1052.98, 7.32, -2.14, 138.55,198451,,,
acc002, 91.31, 16.60, 1054.20, 6.96, -2.81, 135.74,198465,,,
acc002, 87.40, 4.15, 1053.22, 7.20, -3.60, 132.20,198482,,,
acc002, 84.23, -0.98, 1056.64, 7.63, -4.58, 127.99,198496,,,
acc002, 83.98, -5.86, 1061.04, 7.45, -5.00, 123.29,198510,,,
acc002, 89.36, -11.96, 1061.52, 7.32, -5.43, 118.16,198526,,,
acc002, 94.24, -16.60, 1061.28, 8.54, -6.53, 100.52,198571,,,
acc002, 101.56, -17.82, 1060.30, 8.97, -6.41, 94.48,198584,,,
acc002, 102.78, -17.33, 1055.91, 9.77, -6.29, 88.07,198598,,,
acc002, 106.93, -14.89, 1057.62, 10.19, -6.04, 83.86,198612,,,
acc002, 112.55, -14.65, 1058.84, 10.56, -5.31, 77.51,198626,,,
acc002, 116.46, -15.63, 1057.86, 10.86, -4.52, 71.11,198641,,,
acc002, 118.90, -14.89, 1061.04, 11.60, -3.54, 64.88,198655,,,
acc002, 122.56, -9.77, 1064.45, 12.02, -2.62, 58.41,198671,,,
acc002, 123.05, -10.25, 1068.60, 12.02, -1.40, 52.19,198685,,,
acc002, 125.24, -7.32, 1072.27, 12.02, -0.18, 45.96,198699,,,
acc002, 120.61, -13.92, 1075.68, 12.02, 0.85, 39.67,198713,,,
acc002, 115.48, -19.04, 1077.15, 11.78, 1.28, 34.91,198727,,,
acc002, 107.91, -22.71, 1093.02, 10.99, 1.71, 27.65,198742,,,
acc002, 101.56, -31.49, 1097.90, 9.34, 2.08, 19.65,198756,,,
acc002, 97.41, -38.33, 1101.07, 7.69, 1.89, 11.35,198773,,,
acc002, 96.44, -34.91, 1102.78, 5.25, 1.22, -0.31,198789,,,
acc002, 99.12, -34.18, 1101.56, 3.66, 0.92, -6.04,198803,,,
acc002, 103.52, -30.03, 1097.17, 1.65, 0.61, -14.40,198817,,,
acc002, 111.82, -18.80, 1090.09, 0.06, 0.06, -22.28,198831,,,
acc002, 119.14, -11.47, 1085.69, -1.28, -0.06, -29.30,198845,,,
acc002, 126.95, -3.42, 1078.37, -2.50, 0.12, -35.77,198858,,,
acc002, 130.62, 1.46, 1074.46, -3.05, 0.18, -39.61,198872,,,
acc002, 133.06, 7.32, 1069.34, -3.30, 0.61, -44.86,198886,,,
acc002, 137.21, 12.94, 1063.96, -3.30, 0.85, -49.68,198900,,,
acc002, 139.65, 16.60, 1059.33, -3.30, 1.22, -53.89,198917,,,
acc002, 140.62, 22.95, 1057.62, -3.30, 1.77, -57.86,198931,,,
acc002, 143.07, 26.37, 1061.04, -2.81, 2.14, -61.52,198945,,,
acc002, 142.09, 29.30, 1053.47, -2.32, 2.32, -64.94,198959,,,
acc002, 140.62, 29.79, 1055.42, -1.77, 2.50, -68.18,198973,,,
acc002, 140.14, 31.49, 1057.13, -1.65, 2.62, -70.19,198987,,,
acc002, 138.67, 34.42, 1057.62, -1.53, 2.75, -73.06,199002,,,
acc002, 138.43, 34.91, 1058.35, -1.40, 2.62, -75.87,199016,,,
acc002, 134.52, 35.64, 1056.40, -1.28, 2.38, -79.22,199035,,,
acc002, 134.77, 37.11, 1058.84, -1.53, 2.14, -81.73,199049,,,
acc002, 136.72, 51.03, 1057.13, -3.36, 1.34, -87.04,199093,,,
acc002, 136.72, 52.98, 1059.33, -3.72, 1.16, -87.95,199107,,,
acc002, 135.25, 55.66, 1058.84, -4.70, 0.85, -88.75,199121,,,
acc002, 138.43, 59.08, 1062.74, -5.98, 0.67, -89.42,199135,,,
acc002, 140.14, 58.59, 1065.43, -7.08, 0.49, -89.66,199149,,,
acc002, 141.85, 59.08, 1067.63, -8.06, 0.31, -89.60,199163,,,
acc002, 142.58, 60.55, 1070.31, -9.28, 0.18, -89.23,199179,,,
acc002, 142.58, 60.79, 1071.53, -10.56, 0.06, -88.38,199193,,,
acc002, 142.33, 56.40, 1071.53, -11.17, 0.00, -87.52,199207,,,
acc002, 143.80, 57.62, 1072.51, -11.96, -0.06, -85.94,199221,,,
acc002, 145.26, 57.86, 1073.00, -12.94, 0.00, -83.86,199235,,,
acc002, 147.95, 58.59, 1074.71, -13.67, 0.24, -81.48,199250,,,
acc002, 150.88, 62.74, 1069.82, -14.10, 0.43, -78.67,199264,,,
acc002, 150.63, 61.04, 1071.04, -14.04, 0.73, -75.38,199278,,,
acc002, 155.03, 62.74, 1069.58, -14.22, 1.10, -71.72,199294,,,
acc002, 157.71, 63.23, 1069.34, -14.10, 1.59, -67.75,199311,,,
acc002, 157.96, 65.67, 1064.21, -13.55, 2.08, -63.42,199325,,,
acc002, 157.71, 69.58, 1067.14, -12.88, 2.50, -58.90,199339,,,
acc002, 160.64, 67.87, 1065.67, -12.27, 2.99, -54.14,199353,,,
acc002, 161.87, 70.07, 1060.79, -11.66, 3.23, -50.84,199367,,,
acc002, 161.13, 69.82, 1059.33, -10.56, 3.60, -45.65,199381,,,
acc002, 164.31, 71.04, 1059.33, -9.22, 3.78, -40.34,199395,,,
acc002, 162.84, 75.68, 1056.15, -7.93, 4.03, -34.79,199411,,,
acc002, 159.67, 79.59, 1052.49, -6.59, 3.97, -29.48,199425,,,
acc002, 158.20, 84.72, 1054.44, -5.13, 3.66, -24.35,199439,,,
acc002, 154.54, 87.16, 1051.51, -3.85, 3.05, -19.65,199453,,,
acc002, 155.03, 88.38, 1051.27, -3.11, 2.50, -16.66,199467,,,
acc002, 154.05, 92.04, 1051.27, -1.95, 1.53, -12.15,199481,,,
acc002, 156.49, 91.80, 1051.27, -0.85, 0.67, -7.69,199495,,,
acc002, 155.76, 91.80, 1049.80, 0.43, -0.31, -3.23,199509,,,
acc002, 157.23, 88.87, 1055.66, 1.77, -0.98, 1.34,199523,,,
acc002, 160.64, 87.40, 1052.73, 2.81, -1.53, 6.29,199540,,,
acc002, 161.87, 88.62, 1052.98, 4.03, -2.01, 11.29,199554,,,
acc002, 161.62, 87.16, 1053.47, 5.19, -2.32, 16.36,199571,,,
acc002, 169.19, 88.38, 1058.59, 8.00, -1.77, 32.04,199616,,,
acc002, 168.95, 87.40, 1056.40, 8.79, -1.34, 37.48,199630,,,
acc002, 167.97, 89.84, 1059.57, 9.40, -0.67, 42.85,199644,,,
acc002, 166.02, 91.55, 1063.48, 9.83, -0.12, 48.16,199658,,,
acc002, 165.28, 93.26, 1068.12, 9.95, 0.43, 51.39,199672,,,
acc002, 164.79, 93.02, 1068.60, 10.07, 1.10, 57.92,199688,,,
acc002, 166.26, 94.24, 1070.80, 10.13, 1.46, 61.22,199702,,,
acc002, 165.28, 94.24, 1071.78, 9.95, 2.14, 66.04,199716,,,
acc002, 163.57, 93.99, 1074.46, 9.70, 2.69, 70.74,199730,,,
acc002, 161.62, 92.77, 1075.44, 9.46, 3.23, 75.13,199744,,,
acc002, 159.67, 96.44, 1073.24, 9.28, 3.54, 79.28,199758,,,
acc002, 156.74, 95.70, 1076.90, 8.97, 3.72, 81.79,199772,,,
acc002, 154.79, 97.41, 1079.35, 8.73, 3.60, 85.33,199786,,,
acc002, 152.34, 100.59, 1079.59, 8.36, 3.54, 88.44,199800,,,
acc002, 151.12, 99.12, 1078.37, 8.24, 3.05, 91.25,199816,,,
acc002, 148.19, 100.83, 1074.95, 8.30, 2.50, 93.69,199831,,,
acc002, 148.93, 101.07, 1077.64, 8.36, 1.95, 95.64,199845,,,
acc002, 149.41, 100.34, 1074.46, 8.61, 0.79, 97.90,199862,,,
acc002, 146.48, 100.83, 1072.27, 8.79, 0.24, 98.94,199876,,,
acc002, 151.61, 101.56, 1070.56, 9.22, -0.67, 100.16,199890,,,
acc002, 148.44, 101.56, 1072.27, 9.77, -1.53, 101.14,199903,,,
acc002, 150.15, 99.37, 1070.56, 10.38, -2.38, 102.05,199917,,,
acc002, 151.86, 94.24, 1069.58, 11.11, -3.05, 102.72,199933,,,
acc002, 150.63, 90.09, 1070.80, 11.96, -3.66, 103.15,199947,,,
acc002, 149.90, 85.69, 1067.87, 12.39, -3.97, 103.52,199961,,,
acc002, 149.17, 72.51, 1065.67, 13.18, -4.21, 103.82,199975,,,
acc002, 145.51, 62.50, 1072.75, 14.16, -4.39, 104.00,199989,,,
acc002, 143.07, 50.29, 1074.71, 15.08, -4.21, 103.94,200003,,,
acc002, 140.87, 45.41, 1065.92, 15.75, -4.09, 103.52,200018,,,
acc002, 141.11, 41.99, 1062.50, 16.30, -3.91, 102.84,200032,,,
acc002, 138.67, 44.92, 1062.99, 16.60, -3.60, 101.87,200048,,,
acc002, 142.33, 43.21, 1057.13, 16.78, -3.11, 100.71,200062,,,
acc002, 144.78, 46.39, 1053.47, 16.66, -2.62, 99.61,200076,,,
acc002, 147.95, 50.54, 1048.10, 16.42, -1.89, 98.08,200090,,,
acc002, 156.01, 57.86, 1040.28, 13.73, 2.38, 91.31,200137,,,
acc002, 159.18, 57.62, 1036.62, 12.51, 3.91, 88.99,200154,,,
acc002, 161.13, 59.08, 1036.87, 11.23, 5.62, 86.49,200168,,,
acc002, 160.40, 60.79, 1038.33, 9.95, 7.14, 83.92,200182,,,
acc002, 161.87, 59.08, 1037.35, 8.61, 8.42, 81.30,200198,,,
acc002, 164.06, 60.55, 1037.60, 7.51, 9.70, 78.67,200211,,,
acc002, 165.04, 58.35, 1040.04, 6.77, 10.50, 76.84,200225,,,
acc002, 164.79, 62.99, 1037.84, 5.98, 11.41, 74.22,200239,,,
acc002, 169.19, 63.72, 1042.72, 5.37, 12.21, 71.59,200253,,,
acc002, 168.46, 62.01, 1043.21, 4.94, 12.76, 69.09,200267,,,
acc002, 167.72, 62.74, 1047.61, 4.58, 13.24, 66.41,200281,,,
acc002, 167.97, 58.35, 1047.85, 4.46, 13.31, 64.76,200296,,,
acc002, 164.55, 58.11, 1055.42, 4.39, 13.31, 62.07,200310,,,
acc002, 162.11, 51.76, 1058.84, 4.46, 12.94, 59.14,200326,,,
acc002, 160.16, 49.56, 1063.48, 4.52, 12.27, 56.09,200340,,,
acc002, 154.54, 46.14, 1070.07, 4.52, 11.17, 52.61,200354,,,
acc002, 150.39, 42.97, 1081.54, 4.46, 9.95, 49.01,200368,,,
acc002, 150.15, 40.77, 1083.50, 4.33, 8.24, 45.10,200383,,,
acc002, 150.15, 39.55, 1083.50, 4.09, 6.47, 41.26,200397,,,
