Sensor, acceleration x(*1000), acceleration y(*1000), acceleration z(*1000), gyro x, gyro y, gyro z, Hour ,Initial Date: ,08/03/2022 14:10:48.369932 GMT,29940
acc002, 152.10, 43.46, 1082.03, 3.97, 4.64, 37.29,200414,,,
acc002, 160.16, 51.51, 1082.03, 3.97, 2.99, 33.81,200428,,,
acc002, 167.24, 57.13, 1075.44, 4.09, 1.46, 30.64,200444,,,
acc002, 173.10, 63.72, 1071.04, 4.33, 0.37, 28.08,200458,,,
acc002, 177.25, 69.82, 1070.07, 4.76, -0.61, 25.88,200472,,,
acc002, 180.18, 71.04, 1067.38, 5.19, -1.28, 24.60,200486,,,
acc002, 179.69, 72.51, 1068.60, 5.68, -1.95, 22.89,200500,,,
acc002, 179.44, 74.46, 1068.85, 6.23, -2.69, 21.24,200514,,,
acc002, 178.47, 69.34, 1069.58, 6.71, -3.30, 19.47,200528,,,
acc002, 175.29, 67.87, 1072.02, 6.90, -4.03, 17.58,200542,,,
acc002, 171.63, 66.65, 1075.44, 6.96, -4.52, 16.17,200556,,,
acc002, 171.87, 66.16, 1074.22, 7.02, -5.62, 13.12,200572,,,
acc002, 172.36, 65.92, 1071.53, 6.84, -6.23, 10.80,200586,,,
acc002, 172.36, 68.60, 1070.56, 6.71, -6.65, 9.40,200600,,,
acc002, 172.61, 66.65, 1064.70, 6.47, -7.08, 7.08,200614,,,
acc002, 186.28, 79.10, 1056.64, 5.55, -7.57, 1.40,200661,,,
acc002, 185.79, 79.35, 1056.64, 5.31, -7.20, 0.43,200675,,,
acc002, 187.01, 80.08, 1053.96, 4.76, -6.90, -0.92,200689,,,
acc002, 184.33, 80.57, 1052.00, 3.85, -6.04, -2.75,200707,,,
acc002, 186.77, 79.59, 1049.32, 2.81, -5.25, -4.09,200722,,,
acc002, 185.06, 78.86, 1054.20, 1.77, -4.39, -5.62,200736,,,
acc002, 182.86, 74.95, 1053.96, 1.10, -3.85, -6.71,200750,,,
acc002, 182.62, 74.71, 1050.54, -0.24, -2.75, -8.54,200764,,,
acc002, 180.18, 70.07, 1049.80, -1.83, -1.83, -10.44,200778,,,
acc002, 176.27, 69.09, 1055.18, -3.23, -0.85, -12.39,200792,,,
acc002, 176.51, 65.67, 1053.47, -4.94, 0.24, -14.47,200806,,,
acc002, 175.29, 65.92, 1051.27, -5.86, 0.85, -15.87,200820,,,
acc002, 172.36, 64.45, 1056.40, -7.63, 2.08, -18.68,200836,,,
acc002, 173.10, 63.72, 1053.71, -8.54, 2.38, -20.08,200850,,,
acc002, 173.83, 63.96, 1052.25, -9.58, 3.17, -22.16,200864,,,
acc002, 174.32, 63.23, 1049.32, -10.31, 3.78, -23.99,200878,,,
acc002, 172.61, 62.74, 1049.32, -10.93, 4.33, -25.57,200893,,,
acc002, 174.80, 66.89, 1046.63, -11.41, 4.64, -27.22,200907,,,
acc002, 177.00, 69.09, 1048.58, -11.41, 5.07, -28.69,200921,,,
acc002, 176.03, 71.53, 1045.90, -11.47, 5.25, -29.36,200935,,,
acc002, 177.49, 75.93, 1046.63, -11.11, 5.49, -30.52,200949,,,
acc002, 179.44, 78.12, 1048.58, -10.50, 5.74, -31.49,200969,,,
acc002, 175.29, 77.64, 1050.05, -9.83, 5.68, -31.98,200982,,,
acc002, 172.12, 73.49, 1049.07, -9.09, 5.74, -32.84,200996,,,
acc002, 171.87, 71.29, 1054.20, -8.54, 5.68, -33.33,201010,,,
acc002, 167.48, 65.19, 1055.42, -7.63, 5.55, -34.06,201024,,,
acc002, 167.48, 62.50, 1058.35, -6.65, 5.25, -34.91,201038,,,
acc002, 164.06, 65.43, 1057.13, -5.68, 4.52, -35.71,201052,,,
acc002, 162.60, 65.19, 1060.06, -4.58, 4.03, -36.50,201066,,,
acc002, 163.57, 63.96, 1062.99, -3.54, 3.30, -37.11,201082,,,
acc002, 162.11, 65.19, 1065.92, -2.38, 2.69, -37.72,201096,,,
acc002, 159.91, 65.67, 1064.70, -1.22, 2.01, -38.21,201110,,,
acc002, 158.69, 62.74, 1064.45, -0.61, 1.53, -38.39,201124,,,
acc002, 160.40, 64.70, 1066.65, 0.37, 1.04, -38.64,201138,,,
acc002, 162.84, 71.78, 1066.41, 2.56, -0.31, -38.57,201185,,,
acc002, 164.06, 72.75, 1070.31, 2.87, -0.55, -38.45,201199,,,
acc002, 162.60, 73.97, 1068.12, 3.17, -0.67, -38.09,201213,,,
acc002, 162.84, 76.66, 1069.82, 3.05, -0.67, -37.41,201230,,,
acc002, 163.33, 76.66, 1067.63, 2.99, -0.73, -36.44,201247,,,
acc002, 162.11, 80.08, 1065.67, 2.56, -0.73, -35.52,201261,,,
acc002, 164.31, 84.47, 1064.21, 2.26, -0.61, -34.79,201274,,,
acc002, 164.55, 86.67, 1064.45, 1.77, -0.49, -33.94,201288,,,
acc002, 163.82, 90.82, 1065.67, 0.92, -0.49, -32.78,201302,,,
acc002, 166.50, 94.97, 1058.35, 0.00, -0.24, -31.56,201316,,,
acc002, 165.28, 97.90, 1063.48, -0.67, -0.12, -30.40,201330,,,
acc002, 166.02, 96.44, 1062.01, -1.59, 0.06, -29.24,201346,,,
acc002, 166.02, 95.70, 1062.74, -2.56, 0.18, -27.95,201360,,,
acc002, 166.50, 93.99, 1056.64, -3.17, 0.37, -27.22,201374,,,
acc002, 163.82, 93.26, 1058.84, -3.91, 0.49, -25.57,201388,,,
acc002, 166.26, 90.82, 1061.52, -4.64, 0.61, -24.11,201402,,,
acc002, 165.04, 89.60, 1057.62, -5.19, 0.98, -22.34,201416,,,
acc002, 164.31, 88.62, 1056.88, -5.68, 1.16, -20.45,201431,,,
acc002, 166.26, 85.94, 1058.84, -5.86, 1.34, -19.17,201445,,,
acc002, 163.82, 89.11, 1056.15, -6.16, 1.40, -17.15,201459,,,
acc002, 164.79, 92.29, 1057.13, -6.65, 1.53, -14.77,201475,,,
acc002, 164.55, 92.29, 1052.98, -6.84, 1.40, -13.49,201490,,,
acc002, 163.33, 91.55, 1054.20, -7.32, 1.16, -11.05,201507,,,
acc002, 163.57, 91.06, 1053.47, -7.51, 1.04, -9.40,201520,,,
acc002, 164.55, 88.13, 1056.15, -7.45, 0.67, -8.06,201534,,,
acc002, 162.11, 85.21, 1058.35, -7.26, 0.49, -6.04,201548,,,
acc002, 164.79, 82.76, 1060.30, -7.08, 0.12, -3.72,201562,,,
acc002, 162.11, 94.97, 1058.35, -6.65, -0.49, -1.83,201576,,,
acc002, 161.13, 96.92, 1057.37, -6.53, -0.85, -0.24,201592,,,
acc002, 161.13, 96.19, 1059.57, -6.04, -1.46, 1.16,201606,,,
acc002, 163.57, 94.73, 1057.13, -5.55, -1.95, 2.56,201620,,,
acc002, 163.57, 92.29, 1057.86, -4.94, -2.32, 3.54,201634,,,
acc002, 162.60, 91.06, 1056.40, -4.15, -2.69, 5.07,201648,,,
acc002, 163.82, 90.82, 1057.86, -3.17, -2.87, 6.59,201662,,,
acc002, 168.46, 86.91, 1054.69, 0.43, -2.38, 10.99,201709,,,
acc002, 167.97, 84.47, 1053.47, 1.71, -2.08, 12.57,201723,,,
acc002, 168.46, 87.16, 1055.42, 3.05, -1.59, 13.92,201739,,,
acc002, 167.97, 85.69, 1054.20, 4.33, -1.04, 15.32,201753,,,
acc002, 167.48, 88.62, 1057.37, 5.43, -0.49, 16.66,201768,,,
acc002, 167.48, 89.84, 1057.86, 6.41, 0.00, 18.01,201784,,,
acc002, 167.72, 91.80, 1056.64, 7.20, 0.49, 19.17,201798,,,
acc002, 168.46, 94.24, 1062.01, 8.00, 1.04, 20.45,201811,,,
acc002, 167.48, 94.24, 1061.04, 8.36, 1.53, 21.61,201825,,,
acc002, 166.02, 94.24, 1062.74, 8.61, 1.83, 22.46,201839,,,
acc002, 166.75, 95.70, 1061.77, 8.73, 2.32, 23.68,201853,,,
acc002, 164.79, 98.39, 1068.85, 8.42, 2.99, 25.82,201875,,,
acc002, 164.79, 101.07, 1067.87, 8.12, 3.23, 27.10,201890,,,
acc002, 164.31, 102.78, 1069.09, 7.57, 3.60, 28.26,201904,,,
acc002, 164.06, 101.07, 1070.80, 7.20, 3.66, 29.05,201918,,,
acc002, 161.62, 101.32, 1072.27, 6.65, 3.72, 30.09,201932,,,
acc002, 161.13, 101.32, 1070.31, 5.98, 3.60, 31.19,201947,,,
acc002, 161.13, 98.63, 1073.73, 5.62, 3.54, 32.10,201961,,,
acc002, 159.42, 99.85, 1071.29, 5.07, 3.36, 33.14,201975,,,
acc002, 160.16, 95.70, 1071.78, 4.64, 3.05, 34.12,201991,,,
acc002, 159.67, 92.53, 1070.31, 4.21, 2.87, 35.22,202005,,,
acc002, 159.42, 88.87, 1067.63, 4.15, 2.56, 36.44,202020,,,
acc002, 160.16, 83.50, 1064.21, 4.21, 2.26, 37.72,202037,,,
acc002, 156.01, 84.23, 1063.72, 4.39, 2.14, 39.06,202051,,,
acc002, 157.23, 83.98, 1062.26, 4.82, 1.89, 40.34,202064,,,
acc002, 155.27, 83.50, 1063.48, 4.94, 1.71, 41.08,202078,,,
acc002, 157.23, 81.30, 1060.06, 5.31, 1.53, 42.24,202092,,,
acc002, 156.01, 82.76, 1058.35, 5.55, 1.22, 43.40,202106,,,
acc002, 156.01, 80.57, 1056.64, 6.04, 0.98, 44.74,202122,,,
acc002, 155.27, 84.47, 1055.91, 6.23, 0.67, 45.72,202136,,,
acc002, 154.30, 82.03, 1055.42, 6.47, 0.61, 46.69,202150,,,
acc002, 156.01, 82.52, 1049.80, 6.59, 0.49, 47.67,202165,,,
acc002, 156.98, 75.44, 1051.27, 6.41, 0.98, 50.66,202210,,,
acc002, 153.08, 73.97, 1051.27, 6.04, 1.40, 51.82,202224,,,
acc002, 154.79, 74.22, 1051.51, 5.80, 1.65, 52.31,202238,,,
acc002, 155.27, 72.02, 1054.44, 5.07, 2.26, 53.16,202252,,,
acc002, 156.74, 73.00, 1055.42, 4.33, 2.81, 54.08,202268,,,
acc002, 156.25, 72.51, 1057.86, 3.48, 3.54, 54.87,202283,,,
acc002, 153.81, 72.02, 1056.88, 2.44, 4.33, 55.54,202297,,,
acc002, 153.08, 71.04, 1059.08, 1.46, 4.94, 56.15,202312,,,
acc002, 154.79, 69.09, 1062.26, 0.24, 5.68, 56.46,202329,,,
acc002, 153.32, 67.63, 1061.77, -0.79, 6.35, 56.82,202343,,,
acc002, 152.34, 63.96, 1061.28, -1.71, 7.02, 57.13,202356,,,
acc002, 152.83, 65.92, 1062.26, -2.44, 7.57, 57.19,202370,,,
acc002, 152.59, 62.99, 1063.48, -2.99, 8.06, 57.01,202384,,,
acc002, 153.56, 67.63, 1064.45, -3.23, 8.24, 56.70,202400,,,
acc002, 153.81, 69.09, 1063.23, -3.42, 8.36, 56.40,202414,,,
acc002, 155.76, 71.29, 1064.94, -3.42, 8.36, 56.03,202428,,,
acc002, 155.27, 67.87, 1063.96, -3.05, 8.18, 55.66,202442,,,
acc002, 156.98, 70.56, 1063.48, -2.50, 7.87, 55.05,202456,,,
acc002, 152.10, 70.07, 1065.19, -1.77, 7.57, 54.50,202470,,,
acc002, 154.05, 65.67, 1061.04, -0.73, 6.90, 53.71,202484,,,
acc002, 152.83, 65.92, 1067.14, 0.06, 6.29, 53.16,202498,,,
acc002, 149.66, 63.96, 1064.21, 2.08, 5.07, 52.06,202515,,,
acc002, 147.71, 62.74, 1065.92, 3.54, 3.78, 51.03,202529,,,
acc002, 148.19, 60.55, 1066.41, 4.52, 2.99, 50.35,202543,,,
acc002, 147.95, 59.81, 1065.67, 6.04, 1.71, 49.19,202557,,,
acc002, 147.46, 59.81, 1062.99, 7.51, 0.55, 47.97,202571,,,
acc002, 147.71, 61.52, 1065.43, 9.28, -1.22, 46.45,202589,,,
acc002, 145.75, 61.04, 1065.67, 9.95, -2.08, 45.65,202602,,,
acc002, 149.17, 60.55, 1066.41, 10.80, -3.30, 44.31,202616,,,
acc002, 146.48, 61.77, 1064.45, 11.54, -4.33, 42.97,202630,,,
acc002, 147.46, 63.48, 1061.77, 11.84, -5.31, 41.44,202646,,,
acc002, 151.12, 65.67, 1064.21, 12.15, -5.80, 40.04,202660,,,
acc002, 151.61, 65.67, 1059.57, 12.27, -6.35, 38.76,202674,,,
acc002, 155.03, 67.87, 1058.11, 12.15, -6.47, 37.84,202688,,,
acc002, 158.45, 72.51, 1053.22, 11.11, -6.04, 33.39,202733,,,
acc002, 164.06, 75.20, 1054.20, 10.74, -5.43, 32.04,202747,,,
acc002, 167.48, 79.10, 1049.07, 10.25, -4.64, 30.76,202761,,,
acc002, 169.92, 79.10, 1055.18, 9.83, -3.97, 29.54,202775,,,
acc002, 169.43, 79.83, 1052.00, 9.34, -2.99, 28.32,202791,,,
acc002, 172.12, 84.23, 1054.93, 8.79, -1.95, 27.04,202805,,,
acc002, 172.12, 83.01, 1057.86, 8.18, -1.04, 25.76,202819,,,
acc002, 172.61, 85.21, 1054.69, 7.45, 0.00, 24.54,202834,,,
acc002, 174.80, 87.40, 1054.93, 6.96, 0.61, 23.80,202848,,,
acc002, 175.05, 90.58, 1056.40, 6.16, 1.59, 22.83,202862,,,
acc002, 178.71, 92.04, 1055.91, 5.19, 2.81, 21.55,202879,,,
acc002, 178.22, 92.77, 1056.40, 4.33, 3.60, 20.75,202893,,,
acc002, 178.22, 96.68, 1057.37, 3.48, 4.21, 19.96,202909,,,
acc002, 176.27, 97.17, 1058.59, 2.99, 4.70, 19.59,202923,,,
acc002, 179.44, 96.92, 1054.93, 2.26, 5.31, 18.98,202937,,,
acc002, 176.76, 97.66, 1060.06, 1.65, 5.86, 18.37,202951,,,
acc002, 174.80, 96.92, 1058.84, 1.04, 6.29, 18.07,202965,,,
acc002, 174.80, 98.39, 1062.26, 0.73, 6.41, 17.82,202979,,,
acc002, 174.56, 97.90, 1062.01, 0.55, 6.59, 17.64,202993,,,
acc002, 173.10, 95.70, 1061.52, 0.24, 6.53, 17.21,203007,,,
acc002, 170.90, 96.92, 1061.04, 0.12, 6.47, 16.97,203021,,,
acc002, 171.14, 95.21, 1060.79, 0.06, 6.23, 16.66,203037,,,
acc002, 169.92, 95.21, 1063.72, 0.00, 5.92, 16.54,203051,,,
acc002, 168.95, 96.68, 1063.23, 0.18, 5.55, 16.24,203065,,,
acc002, 169.43, 94.48, 1064.45, 0.18, 5.00, 16.11,203079,,,
acc002, 168.95, 94.73, 1066.65, 0.31, 4.58, 15.87,203094,,,
acc002, 168.70, 94.73, 1068.85, 0.31, 3.91, 15.69,203108,,,
acc002, 166.99, 96.19, 1070.31, 0.49, 3.36, 15.56,203122,,,
acc002, 168.21, 98.14, 1071.53, 0.37, 2.38, 15.32,203139,,,
acc002, 165.53, 95.46, 1073.97, 0.49, 1.59, 15.08,203155,,,
acc002, 165.77, 94.97, 1072.75, 0.49, 0.67, 14.89,203169,,,
acc002, 163.09, 94.73, 1077.15, 0.31, -0.37, 14.65,203183,,,
acc002, 162.35, 94.97, 1075.93, 0.31, -1.04, 14.53,203197,,,
acc002, 164.31, 94.97, 1071.04, 0.43, -2.01, 14.22,203211,,,
acc002, 164.31, 92.53, 1071.04, 0.61, -5.07, 13.43,203256,,,
acc002, 162.60, 91.31, 1069.09, 0.79, -6.04, 13.00,203270,,,
acc002, 160.40, 87.16, 1066.41, 0.98, -6.71, 12.51,203284,,,
acc002, 159.91, 86.43, 1065.43, 1.04, -7.45, 11.72,203298,,,
acc002, 161.38, 83.74, 1062.26, 1.16, -8.12, 10.99,203314,,,
acc002, 158.94, 79.35, 1059.57, 1.10, -8.48, 9.77,203329,,,
acc002, 156.74, 73.24, 1061.04, 0.79, -8.73, 8.54,203343,,,
acc002, 154.05, 71.04, 1063.48, 0.49, -8.79, 7.51,203357,,,
acc002, 151.37, 63.96, 1055.18, 0.00, -8.79, 5.68,203371,,,
acc002, 153.81, 65.19, 1054.44, -0.67, -8.61, 3.48,203385,,,
acc002, 156.98, 63.96, 1055.18, -1.53, -8.12, 1.10,203399,,,
acc002, 156.49, 60.55, 1047.61, -2.44, -7.45, -1.16,203414,,,
acc002, 160.16, 62.26, 1047.12, -3.54, -5.98, -4.27,203433,,,
acc002, 161.13, 61.28, 1042.97, -4.21, -5.13, -5.68,203447,,,
acc002, 160.89, 58.59, 1038.09, -5.19, -3.72, -8.00,203460,,,
acc002, 164.31, 60.30, 1041.50, -6.35, -2.08, -10.50,203474,,,
acc002, 161.62, 60.79, 1038.09, -7.32, -0.31, -12.76,203488,,,
acc002, 163.33, 58.59, 1039.55, -7.93, 0.79, -14.22,203502,,,
acc002, 162.11, 58.59, 1035.89, -8.91, 2.69, -16.72,203516,,,
acc002, 161.13, 57.13, 1040.04, -9.89, 4.52, -19.10,203530,,,
acc002, 159.67, 56.40, 1043.70, -10.86, 6.29, -21.55,203546,,,
acc002, 160.64, 56.88, 1044.19, -11.72, 7.93, -23.86,203560,,,
acc002, 155.27, 54.93, 1044.92, -12.39, 9.58, -26.18,203574,,,
acc002, 154.30, 54.44, 1051.27, -13.18, 10.99, -28.63,203588,,,
acc002, 149.90, 55.66, 1055.18, -13.73, 11.90, -31.13,203603,,,
acc002, 150.88, 53.96, 1058.35, -13.98, 12.39, -32.71,203617,,,
acc002, 147.71, 54.20, 1058.11, -14.47, 13.00, -35.03,203631,,,
acc002, 148.19, 55.66, 1056.40, -14.40, 13.24, -37.29,203645,,,
acc002, 147.71, 57.13, 1062.26, -14.04, 13.18, -39.31,203659,,,
acc002, 144.29, 56.64, 1060.06, -13.18, 12.51, -41.81,203679,,,
acc002, 140.62, 55.42, 1067.87, -12.02, 11.84, -43.52,203693,,,
acc002, 140.14, 56.40, 1065.92, -11.29, 11.23, -44.62,203706,,,
acc002, 138.67, 57.86, 1063.72, -9.95, 9.89, -46.20,203720,,,
acc002, 140.14, 59.33, 1069.09, -8.12, 8.61, -47.73,203734,,,
acc002, 139.65, 66.16, 1069.82, -2.38, 3.30, -51.21,203780,,,
acc002, 141.60, 69.58, 1071.53, -0.37, 1.40, -51.94,203794,,,
acc002, 142.09, 74.22, 1069.09, 1.46, -0.55, -52.61,203808,,,
acc002, 139.89, 77.64, 1064.94, 3.30, -2.32, -53.16,203824,,,
acc002, 142.33, 80.57, 1069.58, 4.94, -4.09, -53.65,203838,,,
acc002, 142.33, 82.03, 1067.38, 6.29, -5.80, -53.71,203852,,,
acc002, 146.48, 85.21, 1069.82, 7.02, -6.96, -53.89,203866,,,
acc002, 145.26, 87.65, 1066.16, 8.00, -8.54, -53.96,203880,,,
acc002, 147.46, 91.31, 1066.41, 8.79, -9.89, -54.20,203894,,,
acc002, 146.24, 93.02, 1065.92, 8.97, -11.17, -54.26,203908,,,
acc002, 148.68, 95.70, 1065.43, 9.09, -12.33, -54.32,203922,,,
acc002, 149.66, 98.88, 1065.43, 8.91, -13.12, -54.20,203939,,,
acc002, 150.63, 102.29, 1067.14, 8.48, -13.61, -54.14,203953,,,
acc002, 155.76, 103.76, 1063.72, 7.93, -13.85, -54.02,203970,,,
acc002, 157.23, 107.67, 1061.52, 7.14, -13.79, -53.83,203984,,,
acc002, 158.20, 109.13, 1063.96, 5.92, -13.43, -53.59,203998,,,
acc002, 161.62, 109.86, 1062.99, 4.76, -12.70, -53.28,204012,,,
acc002, 161.62, 111.08, 1061.04, 3.85, -12.15, -53.10,204026,,,
acc002, 163.82, 110.84, 1061.28, 2.32, -10.99, -52.80,204040,,,
acc002, 166.26, 113.53, 1062.01, 0.73, -9.58, -52.61,204056,,,
acc002, 165.53, 112.79, 1059.57, -0.92, -8.12, -52.25,204070,,,
acc002, 165.77, 114.01, 1062.01, -2.69, -6.47, -51.94,204084,,,
acc002, 166.26, 115.72, 1059.81, -4.58, -4.64, -51.57,204098,,,
acc002, 163.57, 115.23, 1062.50, -6.35, -3.05, -51.15,204112,,,
acc002, 164.06, 115.48, 1064.21, -7.63, -1.95, -50.96,204126,,,
acc002, 161.13, 114.50, 1062.01, -9.28, -0.43, -50.66,204140,,,
acc002, 160.40, 112.79, 1059.57, -10.99, 0.79, -50.42,204154,,,
acc002, 155.27, 113.77, 1065.92, -12.33, 1.83, -49.99,204170,,,
acc002, 153.08, 112.79, 1066.41, -13.79, 2.50, -49.74,204185,,,
acc002, 150.39, 109.37, 1070.07, -14.89, 2.93, -49.32,204199,,,
acc002, 149.17, 107.91, 1070.07, -15.69, 3.05, -49.07,204213,,,
acc002, 144.53, 106.45, 1066.65, -16.17, 2.93, -48.71,204230,,,
acc002, 143.07, 104.25, 1068.60, -16.36, 2.44, -48.52,204244,,,
acc002, 144.04, 100.34, 1067.14, -16.24, 1.83, -48.28,204258,,,
acc002, 139.16, 90.82, 1066.16, -13.92, -0.73, -47.85,204303,,,
acc002, 139.65, 90.58, 1062.74, -12.76, -1.46, -47.79,204319,,,
acc002, 139.89, 90.33, 1059.57, -11.41, -2.26, -47.67,204333,,,
acc002, 139.40, 91.06, 1059.81, -10.01, -2.93, -47.67,204347,,,
acc002, 139.16, 90.33, 1057.13, -8.97, -3.30, -47.61,204361,,,
acc002, 142.33, 87.89, 1056.15, -7.51, -3.91, -47.42,204375,,,
acc002, 143.55, 90.09, 1052.25, -6.23, -4.15, -47.49,204389,,,
acc002, 142.33, 93.02, 1054.69, -5.00, -4.27, -47.55,204403,,,
acc002, 143.55, 93.26, 1057.37, -3.97, -4.39, -47.30,204417,,,
acc002, 145.51, 96.68, 1059.08, -3.17, -4.52, -47.24,204433,,,
acc002, 148.44, 98.14, 1060.79, -2.69, -4.21, -47.18,204447,,,
acc002, 145.02, 98.39, 1060.06, -2.14, -4.15, -47.00,204461,,,
acc002, 146.73, 99.61, 1056.64, -1.95, -3.97, -47.00,204476,,,
acc002, 145.26, 101.56, 1056.88, -1.77, -3.85, -46.81,204490,,,
acc002, 145.02, 100.83, 1055.42, -1.89, -3.48, -46.57,204504,,,
acc002, 144.53, 101.32, 1058.84, -2.01, -3.23, -46.39,204521,,,
acc002, 146.24, 99.85, 1058.84, -2.26, -2.99, -46.26,204535,,,
acc002, 146.24, 101.56, 1059.08, -2.56, -2.44, -45.96,204551,,,
acc002, 144.29, 100.83, 1054.69, -2.87, -2.32, -45.96,204565,,,
acc002, 146.00, 99.85, 1057.86, -3.05, -1.95, -45.65,204579,,,
acc002, 145.51, 99.61, 1055.42, -3.42, -1.65, -45.47,204593,,,
acc002, 143.31, 98.88, 1055.91, -3.72, -1.53, -45.23,204607,,,
acc002, 146.73, 100.59, 1054.69, -3.85, -1.28, -45.17,204621,,,
acc002, 144.04, 98.88, 1053.47, -4.03, -1.10, -45.04,204635,,,
acc002, 144.53, 97.41, 1055.18, -4.15, -0.85, -44.68,204649,,,
acc002, 143.07, 97.17, 1053.71, -4.39, -0.67, -44.68,204665,,,
acc002, 141.85, 98.88, 1058.11, -4.58, -0.67, -44.56,204679,,,
acc002, 139.89, 97.90, 1058.11, -4.70, -0.55, -44.25,204693,,,
acc002, 143.31, 97.66, 1053.22, -4.88, -0.49, -44.01,204707,,,
acc002, 140.14, 96.44, 1056.15, -5.07, -0.67, -43.95,204721,,,
acc002, 140.38, 98.14, 1062.99, -5.25, -0.92, -43.70,204736,,,
acc002, 141.60, 98.14, 1060.55, -5.37, -1.10, -43.58,204750,,,
acc002, 138.92, 97.90, 1063.72, -5.68, -1.40, -43.46,204764,,,
acc002, 140.14, 97.66, 1065.19, -6.10, -2.01, -42.97,204783,,,
acc002, 139.16, 95.95, 1068.12, -7.02, -3.36, -42.48,204828,,,
acc002, 140.38, 95.46, 1067.14, -7.14, -3.91, -42.36,204842,,,
acc002, 140.87, 95.70, 1067.38, -7.45, -4.27, -42.11,204856,,,
acc002, 138.92, 94.97, 1065.43, -7.57, -4.70, -42.05,204870,,,
acc002, 139.89, 94.24, 1070.31, -7.69, -5.07, -41.93,204884,,,
acc002, 139.40, 92.04, 1067.63, -7.69, -5.49, -41.69,204898,,,
acc002, 140.62, 89.60, 1064.70, -7.75, -5.74, -41.63,204912,,,
acc002, 141.36, 92.04, 1068.85, -7.45, -6.04, -41.38,204928,,,
acc002, 138.92, 88.38, 1067.38, -7.20, -6.10, -41.26,204942,,,
acc002, 141.85, 88.38, 1062.50, -6.84, -6.35, -41.14,204956,,,
acc002, 142.82, 86.67, 1065.67, -6.59, -6.23, -41.14,204970,,,
acc002, 142.82, 88.13, 1062.50, -6.10, -6.29, -41.14,204984,,,
acc002, 145.51, 84.96, 1061.28, -5.49, -5.98, -41.08,204998,,,
acc002, 143.80, 86.91, 1059.08, -4.82, -5.80, -41.02,205013,,,
acc002, 144.04, 82.76, 1055.91, -4.15, -5.37, -41.02,205027,,,
acc002, 146.73, 84.47, 1056.15, -3.30, -4.76, -40.95,205041,,,
acc002, 144.53, 83.01, 1055.18, -2.32, -3.97, -40.95,205060,,,
acc002, 146.48, 84.23, 1056.64, -1.95, -3.48, -40.95,205074,,,
acc002, 147.46, 82.76, 1051.51, -1.28, -2.69, -40.95,205088,,,
acc002, 147.95, 83.74, 1053.22, -0.67, -1.77, -40.77,205102,,,
acc002, 148.44, 85.94, 1055.66, -0.18, -0.92, -40.89,205116,,,
acc002, 147.46, 85.21, 1053.22, 0.00, -0.31, -40.83,205130,,,
acc002, 147.22, 88.62, 1052.25, 0.12, 0.49, -40.77,205144,,,
acc002, 147.46, 89.84, 1054.69, 0.18, 1.28, -40.65,205158,,,
acc002, 145.75, 90.33, 1060.30, 0.00, 1.95, -40.53,205174,,,
acc002, 145.26, 91.06, 1053.96, -0.31, 2.56, -40.47,205188,,,
acc002, 142.82, 95.70, 1062.50, -0.92, 2.93, -40.22,205202,,,
acc002, 142.09, 94.97, 1064.45, -1.71, 3.11, -40.10,205216,,,
acc002, 141.11, 96.44, 1063.96, -2.20, 3.11, -39.92,205230,,,
acc002, 139.89, 97.17, 1068.12, -3.17, 2.87, -39.67,205244,,,
acc002, 137.21, 98.14, 1072.27, -4.21, 2.50, -39.37,205258,,,
acc002, 136.72, 96.68, 1072.75, -5.31, 1.95, -39.25,205272,,,
acc002, 136.96, 96.68, 1073.49, -6.35, 1.04, -38.88,205289,,,
acc002, 135.25, 95.21, 1074.22, -7.39, 0.31, -38.45,205303,,,
acc002, 135.50, 90.82, 1074.46, -9.95, -2.93, -37.72,205351,,,
acc002, 135.01, 89.84, 1074.71, -10.19, -3.48, -37.41,205365,,,
acc002, 135.25, 87.89, 1074.95, -10.50, -4.39, -37.35,205378,,,
acc002, 135.99, 85.94, 1070.07, -10.68, -5.19, -37.23,205392,,,
acc002, 135.50, 82.52, 1072.75, -10.56, -5.68, -37.11,205406,,,
acc002, 139.40, 82.52, 1064.45, -10.44, -6.04, -36.99,205420,,,
acc002, 140.38, 83.50, 1065.92, -10.01, -6.23, -36.87,205436,,,
acc002, 143.07, 80.57, 1061.52, -9.58, -6.29, -36.80,205450,,,
acc002, 144.04, 81.54, 1058.11, -9.28, -6.23, -36.80,205464,,,
acc002, 145.26, 79.35, 1058.35, -8.61, -5.92, -36.80,205478,,,
acc002, 147.22, 78.61, 1059.57, -8.00, -5.55, -36.80,205492,,,
acc002, 147.71, 78.86, 1055.18, -7.26, -4.82, -36.87,205506,,,
acc002, 149.90, 78.86, 1047.12, -6.59, -4.15, -36.80,205520,,,
acc002, 149.90, 78.86, 1050.54, -6.23, -3.60, -36.87,205535,,,
acc002, 149.66, 77.88, 1049.80, -5.49, -2.56, -36.93,205551,,,
acc002, 148.68, 77.15, 1049.80, -4.82, -1.83, -36.93,205565,,,
acc002, 150.63, 79.10, 1047.85, -4.52, -1.40, -36.93,205579,,,
acc002, 147.71, 79.35, 1047.12, -3.91, -0.61, -36.99,205594,,,
acc002, 147.95, 77.64, 1048.10, -3.11, 0.12, -36.93,205611,,,
acc002, 145.26, 76.90, 1051.76, -2.62, 0.31, -37.11,205624,,,
